SKU,SKU_Category,Year_Week,Weekly_Demand,Weekly_Price,Month,Price_Last_Week,Price_Delta_Pct
0VFO4,8IW,2016-11-07/2016-11-13,1,68.8,11,68.81,-0.01453277139951332
0VFO4,8IW,2016-12-05/2016-12-11,1,68.8,12,68.8,0.0
0VP78,Z4O,2015-12-28/2016-01-03,1,20.37,1,,0.0
0VP78,Z4O,2016-01-04/2016-01-10,1,20.37,1,20.37,0.0
0VP78,Z4O,2016-02-08/2016-02-14,1,20.37,2,20.37,0.0
0VP78,Z4O,2016-02-15/2016-02-21,1,20.37,2,20.37,0.0
0VP78,Z4O,2016-02-22/2016-02-28,1,20.37,2,20.37,0.0
0VP78,Z4O,2016-03-14/2016-03-20,1,20.37,3,20.37,0.0
0VP78,Z4O,2016-06-20/2016-06-26,1,20.37,6,20.37,0.0
0VP78,Z4O,2016-08-08/2016-08-14,2,20.37,8,20.37,0.0
0VP78,Z4O,2016-09-12/2016-09-18,1,20.37,9,20.37,0.0
0VP78,Z4O,2016-10-03/2016-10-09,1,20.37,10,20.37,0.0
0VP78,Z4O,2016-10-24/2016-10-30,1,20.37,10,20.37,0.0
0VP78,Z4O,2016-11-07/2016-11-13,1,20.37,11,20.37,0.0
0VP78,Z4O,2016-12-12/2016-12-18,1,20.37,12,20.37,0.0
0VP78,Z4O,2016-12-19/2016-12-25,1,20.37,12,20.37,0.0
0VYF6,JI5,2016-01-11/2016-01-17,28,0.5185714285714286,1,,0.0
0W4NP,0KX,2016-02-29/2016-03-06,1,8.75,3,,0.0
0W4NP,0KX,2016-06-06/2016-06-12,1,8.75,6,8.75,0.0
0W4NP,0KX,2016-09-12/2016-09-18,1,7.75,9,8.75,-11.428571428571429
0W4NP,0KX,2016-10-03/2016-10-09,1,7.75,10,7.75,0.0
0W4NP,0KX,2016-10-10/2016-10-16,1,7.75,10,7.75,0.0
0W4NP,0KX,2016-11-21/2016-11-27,1,8.75,11,7.75,12.903225806451612
0W74A,LPF,2016-02-01/2016-02-07,1,34.66,2,,0.0
0W74A,LPF,2016-04-04/2016-04-10,1,34.66,4,34.66,0.0
0WB9Z,N8U,2016-01-04/2016-01-10,2,4.37,1,,0.0
0WB9Z,N8U,2016-01-11/2016-01-17,1,4.37,1,4.37,0.0
0WB9Z,N8U,2016-01-18/2016-01-24,2,4.37,1,4.37,0.0
0WB9Z,N8U,2016-01-25/2016-01-31,3,4.57,1,4.37,4.576659038901606
0WB9Z,N8U,2016-02-08/2016-02-14,1,4.57,2,4.57,0.0
0WB9Z,N8U,2016-02-15/2016-02-21,2,4.57,2,4.57,0.0
0WB9Z,N8U,2016-02-22/2016-02-28,2,4.57,2,4.57,0.0
0WB9Z,N8U,2016-03-21/2016-03-27,1,4.57,3,4.57,0.0
0WB9Z,N8U,2016-03-28/2016-04-03,2,4.57,3,4.57,0.0
0WB9Z,N8U,2016-04-18/2016-04-24,1,4.57,4,4.57,0.0
0WB9Z,N8U,2016-05-09/2016-05-15,1,4.57,5,4.57,0.0
0WB9Z,N8U,2016-05-16/2016-05-22,2,4.57,5,4.57,0.0
0WB9Z,N8U,2016-05-30/2016-06-05,1,4.57,5,4.57,0.0
0WB9Z,N8U,2016-06-13/2016-06-19,3,4.567500000000001,6,4.57,-0.054704595185984736
0WB9Z,N8U,2016-06-20/2016-06-26,1,4.57,6,4.567500000000001,0.05473453749314729
0WB9Z,N8U,2016-07-11/2016-07-17,1,4.57,7,4.57,0.0
0WB9Z,N8U,2016-07-18/2016-07-24,1,4.57,7,4.57,0.0
0WB9Z,N8U,2016-07-25/2016-07-31,1,4.57,7,4.57,0.0
0WB9Z,N8U,2016-08-08/2016-08-14,2,4.57,8,4.57,0.0
0WB9Z,N8U,2016-09-12/2016-09-18,1,4.57,9,4.57,0.0
0WB9Z,N8U,2016-09-19/2016-09-25,3,4.567500000000001,9,4.57,-0.054704595185984736
0WB9Z,N8U,2016-09-26/2016-10-02,1,4.57,9,4.567500000000001,0.05473453749314729
0WB9Z,N8U,2016-10-03/2016-10-09,2,4.57,10,4.57,0.0
0WB9Z,N8U,2016-10-17/2016-10-23,2,4.57,10,4.57,0.0
0WB9Z,N8U,2016-10-24/2016-10-30,2,4.57,10,4.57,0.0
0WB9Z,N8U,2016-10-31/2016-11-06,1,4.57,10,4.57,0.0
0WB9Z,N8U,2016-11-14/2016-11-20,2,4.57,11,4.57,0.0
0WB9Z,N8U,2016-12-12/2016-12-18,1,4.57,12,4.57,0.0
0WB9Z,N8U,2016-12-19/2016-12-25,2,4.57,12,4.57,0.0
0WB9Z,N8U,2016-12-26/2017-01-01,1,4.57,12,4.57,0.0
0WPQH,1L6,2016-12-05/2016-12-11,2,14.19,12,,0.0
0WRXS,SFC,2015-12-28/2016-01-03,1,2.0,1,,0.0
0WRXS,SFC,2016-03-07/2016-03-13,1,2.0,3,2.0,0.0
0WRXS,SFC,2016-03-14/2016-03-20,1,2.06,3,2.0,3.0000000000000027
0WRXS,SFC,2016-03-21/2016-03-27,1,2.06,3,2.06,0.0
0WRXS,SFC,2016-03-28/2016-04-03,1,2.06,3,2.06,0.0
0WRXS,SFC,2016-04-11/2016-04-17,1,2.06,4,2.06,0.0
0WRXS,SFC,2016-04-18/2016-04-24,1,2.06,4,2.06,0.0
0WRXS,SFC,2016-06-06/2016-06-12,1,2.06,6,2.06,0.0
0WRXS,SFC,2016-07-18/2016-07-24,1,2.06,7,2.06,0.0
0WRXS,SFC,2016-10-17/2016-10-23,1,2.11,10,2.06,2.427184466019409
0WRXS,SFC,2016-11-14/2016-11-20,1,2.11,11,2.11,0.0
0WX4V,MEL,2016-02-01/2016-02-07,1,2.31,2,,0.0
0WXHH,H15,2016-09-26/2016-10-02,1,7.43,9,,0.0
0WZO1,JKC,2016-12-12/2016-12-18,1,10.3,12,,0.0
0X7EK,JB0,2016-09-12/2016-09-18,2,22.73,9,,0.0
0XJVZ,8HU,2016-05-30/2016-06-05,2,6.87,6,,0.0
0XV51,A0G,2016-01-04/2016-01-10,1,1.62,1,,0.0
0XV51,A0G,2016-01-18/2016-01-24,1,1.62,1,1.62,0.0
0XV51,A0G,2016-02-01/2016-02-07,1,1.62,2,1.62,0.0
0XV51,A0G,2016-02-15/2016-02-21,1,1.62,2,1.62,0.0
0XV51,A0G,2016-04-11/2016-04-17,2,1.625,4,1.62,0.30864197530863535
0XV51,A0G,2016-04-18/2016-04-24,1,1.62,4,1.625,-0.30769230769230116
0XV51,A0G,2016-05-23/2016-05-29,1,1.62,5,1.62,0.0
0XV51,A0G,2016-05-30/2016-06-05,1,1.62,6,1.62,0.0
0XV51,A0G,2016-06-06/2016-06-12,1,1.62,6,1.62,0.0
0XV51,A0G,2016-07-04/2016-07-10,1,1.62,7,1.62,0.0
0XV51,A0G,2016-07-25/2016-07-31,1,1.62,7,1.62,0.0
0XV51,A0G,2016-08-15/2016-08-21,1,1.62,8,1.62,0.0
0XV51,A0G,2016-08-22/2016-08-28,1,1.62,8,1.62,0.0
0XV51,A0G,2016-09-26/2016-10-02,1,1.62,9,1.62,0.0
0XV51,A0G,2016-10-03/2016-10-09,1,1.62,10,1.62,0.0
0XV51,A0G,2016-10-17/2016-10-23,1,1.62,10,1.62,0.0
0XV51,A0G,2016-10-24/2016-10-30,2,1.62,10,1.62,0.0
0XV51,A0G,2016-11-21/2016-11-27,1,1.38,11,1.62,-14.814814814814827
0XV51,A0G,2016-11-28/2016-12-04,1,1.62,11,1.38,17.391304347826104
0XV51,A0G,2016-12-05/2016-12-11,1,1.62,12,1.62,0.0
0XV51,A0G,2016-12-12/2016-12-18,1,1.62,12,1.62,0.0
0XV51,A0G,2016-12-19/2016-12-25,1,1.62,12,1.62,0.0
0Y1U0,1TS,2016-01-04/2016-01-10,1,7.3,1,,0.0
0Y1U0,1TS,2016-01-11/2016-01-17,1,7.3,1,7.3,0.0
0Y1U0,1TS,2016-01-18/2016-01-24,1,7.3,1,7.3,0.0
0Y1U0,1TS,2016-04-04/2016-04-10,1,7.3,4,7.3,0.0
0Y1U0,1TS,2016-04-11/2016-04-17,1,7.3,4,7.3,0.0
0Y1U0,1TS,2016-04-18/2016-04-24,1,7.3,4,7.3,0.0
0Y1U0,1TS,2016-09-12/2016-09-18,1,7.3,9,7.3,0.0
0Y1U0,1TS,2016-09-26/2016-10-02,2,6.57,9,7.3,-9.999999999999993
0Y1U0,1TS,2016-11-07/2016-11-13,1,7.38,11,6.57,12.328767123287665
0Y1U0,1TS,2016-12-05/2016-12-11,1,7.38,12,7.38,0.0
0YO25,TW8,2016-02-08/2016-02-14,1,1.62,2,,0.0
0YO25,TW8,2016-03-07/2016-03-13,1,1.62,3,1.62,0.0
0YO25,TW8,2016-03-14/2016-03-20,1,1.62,3,1.62,0.0
0YO25,TW8,2016-04-11/2016-04-17,1,1.62,4,1.62,0.0
0YO25,TW8,2016-05-23/2016-05-29,2,1.62,5,1.62,0.0
0YO25,TW8,2016-08-29/2016-09-04,1,1.62,8,1.62,0.0
0YO25,TW8,2016-09-12/2016-09-18,1,1.62,9,1.62,0.0
0YO25,TW8,2016-10-24/2016-10-30,1,1.62,10,1.62,0.0
0YO25,TW8,2016-10-31/2016-11-06,1,1.68,11,1.62,3.703703703703693
0YO25,TW8,2016-11-28/2016-12-04,1,1.68,12,1.68,0.0
0YO25,TW8,2016-12-19/2016-12-25,1,1.68,12,1.68,0.0
0YRG3,1VL,2016-10-03/2016-10-09,1,3.97,10,,0.0
0YRG3,1VL,2016-10-17/2016-10-23,1,3.97,10,3.97,0.0
0YRG3,1VL,2016-11-07/2016-11-13,1,3.97,11,3.97,0.0
0YRG3,1VL,2016-11-28/2016-12-04,2,3.97,12,3.97,0.0
0YRG3,1VL,2016-12-05/2016-12-11,1,3.97,12,3.97,0.0
0YSCI,DJI,2016-02-01/2016-02-07,1,15.38,2,,0.0
0YSCI,DJI,2016-04-04/2016-04-10,1,15.38,4,15.38,0.0
0YSCI,DJI,2016-04-25/2016-05-01,1,12.3,4,15.38,-20.0260078023407
0YSCI,DJI,2016-05-16/2016-05-22,1,15.38,5,12.3,25.040650406504067
0Z60E,GSI,2016-04-18/2016-04-24,1,7.75,4,,0.0
0ZEQ8,7C6,2015-12-28/2016-01-03,1,7.85,1,,0.0
0ZEQ8,7C6,2016-01-11/2016-01-17,1,7.85,1,7.85,0.0
0ZEQ8,7C6,2016-01-18/2016-01-24,1,7.85,1,7.85,0.0
0ZEQ8,7C6,2016-02-01/2016-02-07,1,7.85,2,7.85,0.0
0ZEQ8,7C6,2016-02-08/2016-02-14,8,7.842499999999999,2,7.85,-0.09554140127388897
0ZEQ8,7C6,2016-02-15/2016-02-21,2,7.85,2,7.842499999999999,0.09563277016257933
0ZEQ8,7C6,2016-02-22/2016-02-28,1,7.85,2,7.85,0.0
0ZEQ8,7C6,2016-02-29/2016-03-06,2,7.835,3,7.85,-0.19108280254776663
0ZEQ8,7C6,2016-03-07/2016-03-13,3,7.84,3,7.835,0.0638162093171652
0ZEQ8,7C6,2016-03-14/2016-03-20,2,7.85,3,7.84,0.12755102040816055
0ZEQ8,7C6,2016-03-28/2016-04-03,3,7.842499999999999,3,7.85,-0.09554140127388897
0ZEQ8,7C6,2016-04-18/2016-04-24,1,7.85,4,7.842499999999999,0.09563277016257933
0ZEQ8,7C6,2016-05-09/2016-05-15,1,7.85,5,7.85,0.0
0ZEQ8,7C6,2016-05-23/2016-05-29,1,7.85,5,7.85,0.0
0ZEQ8,7C6,2016-05-30/2016-06-05,5,7.846666666666667,5,7.85,-0.04246284501061103
0ZEQ8,7C6,2016-06-06/2016-06-12,4,7.845,6,7.846666666666667,-0.021240441801192785
0ZEQ8,7C6,2016-06-20/2016-06-26,2,7.85,6,7.845,0.06373486297004326
0ZEQ8,7C6,2016-06-27/2016-07-03,2,7.835,6,7.85,-0.19108280254776663
0ZEQ8,7C6,2016-07-11/2016-07-17,1,7.85,7,7.835,0.19144862795149561
0ZEQ8,7C6,2016-07-18/2016-07-24,1,7.85,7,7.85,0.0
0ZEQ8,7C6,2016-08-01/2016-08-07,3,7.842499999999999,8,7.85,-0.09554140127388897
0ZEQ8,7C6,2016-08-08/2016-08-14,4,7.348333333333333,8,7.842499999999999,-6.3011369673786
0ZEQ8,7C6,2016-08-22/2016-08-28,7,7.5122222222222215,8,7.348333333333333,2.230286535117561
0ZEQ8,7C6,2016-08-29/2016-09-04,3,6.845,8,7.5122222222222215,-8.881822215648567
0ZEQ8,7C6,2016-09-05/2016-09-11,3,6.845,9,6.845,0.0
0ZEQ8,7C6,2016-09-12/2016-09-18,1,6.84,9,6.845,-0.07304601899196338
0ZEQ8,7C6,2016-09-19/2016-09-25,1,6.84,9,6.84,0.0
0ZEQ8,7C6,2016-09-26/2016-10-02,2,6.85,9,6.84,0.1461988304093536
0ZEQ8,7C6,2016-10-03/2016-10-09,1,6.84,10,6.85,-0.1459854014598509
0ZEQ8,7C6,2016-10-17/2016-10-23,1,6.84,10,6.84,0.0
0ZEQ8,7C6,2016-10-24/2016-10-30,6,6.8475,10,6.84,0.1096491228070217
0ZEQ8,7C6,2016-10-31/2016-11-06,6,6.845,10,6.8475,-0.036509675063897636
0ZEQ8,7C6,2016-11-07/2016-11-13,16,6.847380952380952,11,6.845,0.03478381856760223
0ZEQ8,7C6,2016-11-14/2016-11-20,6,6.8475,11,6.847380952380952,0.0017385861817228584
0ZIED,T80,2016-01-18/2016-01-24,1,9.0,1,,0.0
0ZIED,T80,2016-05-09/2016-05-15,1,9.0,5,9.0,0.0
0ZIED,T80,2016-10-17/2016-10-23,1,9.0,10,9.0,0.0
0ZL4S,4Y8,2016-01-11/2016-01-17,4,4.065,1,,0.0
0ZL4S,4Y8,2016-01-18/2016-01-24,2,4.065,1,4.065,0.0
0ZL4S,4Y8,2016-01-25/2016-01-31,6,4.063888888888889,1,4.065,-0.0273336066694043
0ZL4S,4Y8,2016-02-01/2016-02-07,5,4.065833333333334,2,4.063888888888889,0.04784688995216059
0ZL4S,4Y8,2016-02-08/2016-02-14,4,4.065,2,4.065833333333334,-0.020496003279363725
0ZL4S,4Y8,2016-02-15/2016-02-21,2,4.065,2,4.065,0.0
0ZL4S,4Y8,2016-02-22/2016-02-28,8,4.066111111111112,2,4.065,0.0273336066694043
0ZL4S,4Y8,2016-02-29/2016-03-06,4,4.0616666666666665,3,4.066111111111112,-0.10930454980190257
0ZL4S,4Y8,2016-03-07/2016-03-13,5,4.065833333333334,3,4.0616666666666665,0.10258514567092289
0ZL4S,4Y8,2016-03-14/2016-03-20,5,4.066,3,4.065833333333334,0.004099200655855269
0ZL4S,4Y8,2016-03-21/2016-03-27,12,4.065833333333334,3,4.066,-0.004099032628282887
0ZL4S,4Y8,2016-03-28/2016-04-03,6,4.066666666666666,3,4.065833333333334,0.02049600327934188
0ZL4S,4Y8,2016-04-04/2016-04-10,2,4.065,4,4.066666666666666,-0.040983606557361614
0ZL4S,4Y8,2016-04-11/2016-04-17,1,4.06,4,4.065,-0.12300123001231934
0ZL4S,4Y8,2016-04-25/2016-05-01,2,4.065,4,4.06,0.12315270935962516
0ZL4S,4Y8,2016-05-02/2016-05-08,6,4.0633333333333335,5,4.065,-0.041000410004106445
0ZL4S,4Y8,2016-05-09/2016-05-15,12,4.0633333333333335,5,4.0633333333333335,0.0
0ZL4S,4Y8,2016-05-16/2016-05-22,1,4.06,5,4.0633333333333335,-0.08203445447089058
0ZL4S,4Y8,2016-05-23/2016-05-29,10,4.066111111111112,5,4.06,0.15051997810620854
0ZL4S,4Y8,2016-05-30/2016-06-05,5,4.065833333333334,5,4.066111111111112,-0.006831534362618911
0ZL4S,4Y8,2016-06-06/2016-06-12,7,4.0633333333333335,6,4.065833333333334,-0.061488009838091176
0ZL4S,4Y8,2016-06-13/2016-06-19,1,4.06,6,4.0633333333333335,-0.08203445447089058
0ZL4S,4Y8,2016-06-20/2016-06-26,1,4.06,6,4.06,0.0
0ZL4S,4Y8,2016-07-04/2016-07-10,5,4.0625,7,4.06,0.06157635467981258
0ZL4S,4Y8,2016-07-11/2016-07-17,7,4.065555555555556,7,4.0625,0.07521367521368698
0ZL4S,4Y8,2016-07-18/2016-07-24,6,4.066666666666666,7,4.065555555555556,0.02732987154958614
0ZL4S,4Y8,2016-07-25/2016-07-31,3,4.0625,7,4.066666666666666,-0.1024590163934368
0ZL4S,4Y8,2016-08-01/2016-08-07,2,4.065,8,4.0625,0.06153846153847116
0ZL4S,4Y8,2016-08-08/2016-08-14,2,4.06,8,4.065,-0.12300123001231934
0ZL4S,4Y8,2016-08-15/2016-08-21,12,4.06375,8,4.06,0.09236453201970794
0ZL4S,4Y8,2016-08-22/2016-08-28,5,4.065833333333334,8,4.06375,0.05126627704298009
0ZL4S,4Y8,2016-08-29/2016-09-04,1,4.06,9,4.065833333333334,-0.1434720229555461
0ZL4S,4Y8,2016-09-05/2016-09-11,2,4.065,9,4.06,0.12315270935962516
0ZL4S,4Y8,2016-09-19/2016-09-25,4,4.0616666666666665,9,4.065,-0.08200082000821289
0ZL4S,4Y8,2016-09-26/2016-10-02,3,3.8775000000000004,9,4.0616666666666665,-4.5342634386540706
0ZL4S,4Y8,2016-10-03/2016-10-09,18,3.680833333333333,10,3.8775000000000004,-5.071996561358278
0ZL4S,4Y8,2016-10-17/2016-10-23,3,3.6799999999999997,10,3.680833333333333,-0.022639800769756763
0ZL4S,4Y8,2016-10-24/2016-10-30,3,3.6799999999999997,10,3.6799999999999997,0.0
0ZL4S,4Y8,2016-10-31/2016-11-06,5,3.682,10,3.6799999999999997,0.054347826086962606
0ZL4S,4Y8,2016-11-07/2016-11-13,5,3.6833333333333336,11,3.682,0.036212203512591815
0ZL4S,4Y8,2016-11-21/2016-11-27,6,3.6816666666666666,11,3.6833333333333336,-0.04524886877828761
0ZL4S,4Y8,2016-11-28/2016-12-04,7,3.6833333333333336,11,3.6816666666666666,0.04526935264826421
0ZL4S,4Y8,2016-12-05/2016-12-11,6,3.68375,12,3.6833333333333336,0.011312217194559847
0ZL4S,4Y8,2016-12-12/2016-12-18,12,3.6830555555555553,12,3.68375,-0.01885156279455862
0ZL4S,4Y8,2016-12-19/2016-12-25,1,3.68,12,3.6830555555555553,-0.08296251602683855
0ZMMI,ILF,2016-05-02/2016-05-08,2,3.685,5,,0.0
0ZPT1,LSD,2016-01-11/2016-01-17,2,24.87,1,,0.0
0ZPT1,LSD,2016-01-25/2016-01-31,2,24.87,1,24.87,0.0
0ZPT1,LSD,2016-02-08/2016-02-14,1,24.87,2,24.87,0.0
0ZPT1,LSD,2016-02-15/2016-02-21,1,24.87,2,24.87,0.0
0ZPT1,LSD,2016-03-14/2016-03-20,4,24.87,3,24.87,0.0
0ZPT1,LSD,2016-04-04/2016-04-10,1,24.87,4,24.87,0.0
0ZPT1,LSD,2016-04-11/2016-04-17,2,24.87,4,24.87,0.0
0ZPT1,LSD,2016-05-02/2016-05-08,1,24.87,5,24.87,0.0
0ZPT1,LSD,2016-05-09/2016-05-15,1,24.87,5,24.87,0.0
0ZPT1,LSD,2016-05-30/2016-06-05,1,24.87,5,24.87,0.0
0ZPT1,LSD,2016-06-06/2016-06-12,1,24.87,6,24.87,0.0
0ZPT1,LSD,2016-06-13/2016-06-19,1,24.87,6,24.87,0.0
0ZPT1,LSD,2016-06-27/2016-07-03,2,24.87,6,24.87,0.0
0ZPT1,LSD,2016-08-22/2016-08-28,2,24.87,8,24.87,0.0
0ZPT1,LSD,2016-08-29/2016-09-04,1,24.87,8,24.87,0.0
0ZPT1,LSD,2016-09-19/2016-09-25,1,24.87,9,24.87,0.0
0ZPT1,LSD,2016-09-26/2016-10-02,2,24.87,9,24.87,0.0
0ZPT1,LSD,2016-10-31/2016-11-06,1,24.87,11,24.87,0.0
0ZPT1,LSD,2016-11-14/2016-11-20,1,24.87,11,24.87,0.0
0ZPT1,LSD,2016-11-21/2016-11-27,1,24.87,11,24.87,0.0
0ZPT1,LSD,2016-11-28/2016-12-04,1,24.87,12,24.87,0.0
0ZPT1,LSD,2016-12-05/2016-12-11,1,24.87,12,24.87,0.0
0ZPT1,LSD,2016-12-12/2016-12-18,2,24.87,12,24.87,0.0
0ZTO4,LSD,2016-01-11/2016-01-17,1,9.68,1,,0.0
0ZTO4,LSD,2016-02-29/2016-03-06,1,9.68,3,9.68,0.0
0ZTO4,LSD,2016-03-07/2016-03-13,3,9.68,3,9.68,0.0
0ZTO4,LSD,2016-03-14/2016-03-20,1,9.68,3,9.68,0.0
0ZTO4,LSD,2016-03-21/2016-03-27,1,9.68,3,9.68,0.0
0ZTO4,LSD,2016-04-18/2016-04-24,1,9.68,4,9.68,0.0
0ZTO4,LSD,2016-05-02/2016-05-08,2,9.68,5,9.68,0.0
0ZTO4,LSD,2016-05-23/2016-05-29,1,9.68,5,9.68,0.0
0ZTO4,LSD,2016-05-30/2016-06-05,1,9.68,5,9.68,0.0
0ZTO4,LSD,2016-07-11/2016-07-17,1,9.68,7,9.68,0.0
0ZTO4,LSD,2016-07-18/2016-07-24,1,9.68,7,9.68,0.0
0ZTO4,LSD,2016-08-22/2016-08-28,1,9.68,8,9.68,0.0
0ZTO4,LSD,2016-09-12/2016-09-18,2,9.68,9,9.68,0.0
0ZTO4,LSD,2016-11-07/2016-11-13,1,9.68,11,9.68,0.0
0ZTO4,LSD,2016-11-21/2016-11-27,1,9.68,11,9.68,0.0
0ZTO4,LSD,2016-11-28/2016-12-04,1,9.68,11,9.68,0.0
0ZTO4,LSD,2016-12-05/2016-12-11,1,9.68,12,9.68,0.0
0ZTO4,LSD,2016-12-12/2016-12-18,1,9.68,12,9.68,0.0
0ZTQC,9ZX,2016-01-04/2016-01-10,5,5.506666666666667,1,,0.0
0ZTQC,9ZX,2016-01-11/2016-01-17,3,5.510000000000001,1,5.506666666666667,0.06053268765134118
0ZTQC,9ZX,2016-01-18/2016-01-24,6,5.510000000000001,1,5.510000000000001,0.0
0ZTQC,9ZX,2016-02-01/2016-02-07,2,5.51,2,5.510000000000001,-1.6119390557171054e-14
0ZTQC,9ZX,2016-02-22/2016-02-28,3,5.510000000000001,2,5.51,1.6119390557171057e-14
0ZTQC,9ZX,2016-03-07/2016-03-13,1,5.5,3,5.510000000000001,-0.18148820326679987
0ZTQC,9ZX,2016-04-11/2016-04-17,9,5.510000000000001,4,5.5,0.1818181818181941
0ZTQC,9ZX,2016-04-25/2016-05-01,2,5.5,4,5.510000000000001,-0.18148820326679987
0ZTQC,9ZX,2016-05-23/2016-05-29,4,5.505000000000001,5,5.5,0.09090909090910512
0ZTQC,9ZX,2016-05-30/2016-06-05,3,5.510000000000001,5,5.505000000000001,0.09082652134423057
0ZTQC,9ZX,2016-06-06/2016-06-12,3,5.510000000000001,6,5.510000000000001,0.0
0ZTQC,9ZX,2016-06-27/2016-07-03,2,5.505,6,5.510000000000001,-0.09074410163340801
0ZTQC,9ZX,2016-07-04/2016-07-10,3,5.510000000000001,7,5.505,0.09082652134424672
0ZTQC,9ZX,2016-07-25/2016-07-31,3,5.510000000000001,7,5.510000000000001,0.0
0ZTQC,9ZX,2016-10-10/2016-10-16,3,5.510000000000001,10,5.510000000000001,0.0
0ZTQC,9ZX,2016-10-17/2016-10-23,2,5.51,10,5.510000000000001,-1.6119390557171054e-14
0ZTQC,9ZX,2016-11-07/2016-11-13,3,5.510000000000001,11,5.51,1.6119390557171057e-14
0ZTQC,9ZX,2016-12-12/2016-12-18,3,5.510000000000001,12,5.510000000000001,0.0
1.47E+02,ILF,2016-02-22/2016-02-28,2,8.52,2,,0.0
1.47E+02,ILF,2016-03-28/2016-04-03,1,7.98,3,8.52,-6.338028169014074
1.47E+02,ILF,2016-04-11/2016-04-17,1,8.52,4,7.98,6.766917293233071
1.47E+02,ILF,2016-04-18/2016-04-24,1,8.52,4,8.52,0.0
1.47E+02,ILF,2016-07-04/2016-07-10,1,8.52,7,8.52,0.0
1.47E+02,ILF,2016-08-08/2016-08-14,1,8.52,8,8.52,0.0
1.47E+02,ILF,2016-09-19/2016-09-25,1,8.52,9,8.52,0.0
1.47E+02,ILF,2016-09-26/2016-10-02,1,8.52,9,8.52,0.0
1.47E+02,ILF,2016-10-03/2016-10-09,2,8.52,10,8.52,0.0
1.47E+02,ILF,2016-11-14/2016-11-20,1,8.52,11,8.52,0.0
1.47E+02,ILF,2016-11-28/2016-12-04,1,8.52,12,8.52,0.0
10GUU,SJS,2016-01-04/2016-01-10,1,10.23,1,,0.0
10TFX,SFC,2016-02-22/2016-02-28,1,2.0,2,,0.0
10TFX,SFC,2016-04-04/2016-04-10,1,2.0,4,2.0,0.0
10TFX,SFC,2016-06-20/2016-06-26,1,2.0,6,2.0,0.0
10TFX,SFC,2016-08-22/2016-08-28,1,1.82,8,2.0,-8.999999999999996
10TFX,SFC,2016-11-07/2016-11-13,1,2.13,11,1.82,17.032967032967022
10TFX,SFC,2016-11-14/2016-11-20,1,2.13,11,2.13,0.0
10TFX,SFC,2016-11-28/2016-12-04,1,2.13,12,2.13,0.0
10XUQ,MG8,2016-03-28/2016-04-03,1,11.64,3,,0.0
10ZNC,L9F,2016-01-11/2016-01-17,1,12.79,1,,0.0
10ZNC,L9F,2016-01-18/2016-01-24,1,12.79,1,12.79,0.0
10ZNC,L9F,2016-02-01/2016-02-07,1,12.79,2,12.79,0.0
10ZNC,L9F,2016-02-08/2016-02-14,1,12.79,2,12.79,0.0
10ZNC,L9F,2016-02-22/2016-02-28,1,12.79,2,12.79,0.0
10ZNC,L9F,2016-02-29/2016-03-06,2,12.79,3,12.79,0.0
10ZNC,L9F,2016-03-14/2016-03-20,3,12.79,3,12.79,0.0
10ZNC,L9F,2016-04-25/2016-05-01,1,12.79,4,12.79,0.0
10ZNC,L9F,2016-05-23/2016-05-29,1,12.79,5,12.79,0.0
10ZNC,L9F,2016-06-06/2016-06-12,2,12.79,6,12.79,0.0
10ZNC,L9F,2016-06-13/2016-06-19,1,12.79,6,12.79,0.0
10ZNC,L9F,2016-07-11/2016-07-17,2,12.79,7,12.79,0.0
10ZNC,L9F,2016-08-01/2016-08-07,2,12.79,8,12.79,0.0
10ZNC,L9F,2016-09-05/2016-09-11,1,12.79,9,12.79,0.0
10ZNC,L9F,2016-09-12/2016-09-18,1,12.79,9,12.79,0.0
10ZNC,L9F,2016-09-19/2016-09-25,1,12.79,9,12.79,0.0
10ZNC,L9F,2016-09-26/2016-10-02,4,12.79,9,12.79,0.0
10ZNC,L9F,2016-10-10/2016-10-16,2,12.79,10,12.79,0.0
10ZNC,L9F,2016-10-31/2016-11-06,1,12.79,11,12.79,0.0
10ZNC,L9F,2016-12-05/2016-12-11,2,12.79,12,12.79,0.0
10ZNC,L9F,2016-12-12/2016-12-18,2,12.79,12,12.79,0.0
10ZYN,ILF,2016-07-18/2016-07-24,1,3.25,7,,0.0
11APN,NVL,2016-01-25/2016-01-31,1,12.55,1,,0.0
11APN,NVL,2016-02-08/2016-02-14,2,13.675,2,12.55,8.96414342629482
11APN,NVL,2016-05-16/2016-05-22,1,14.8,5,13.675,8.226691042047532
11APN,NVL,2016-09-12/2016-09-18,1,14.8,9,14.8,0.0
11APN,NVL,2016-10-03/2016-10-09,1,14.8,10,14.8,0.0
11APN,NVL,2016-10-10/2016-10-16,1,14.8,10,14.8,0.0
11APN,NVL,2016-11-14/2016-11-20,1,14.8,11,14.8,0.0
11APN,NVL,2016-12-05/2016-12-11,1,14.8,12,14.8,0.0
11ECS,H15,2016-01-11/2016-01-17,1,3.25,1,,0.0
11ECS,H15,2016-01-25/2016-01-31,2,3.25,1,3.25,0.0
11ECS,H15,2016-02-08/2016-02-14,1,3.25,2,3.25,0.0
11ECS,H15,2016-02-29/2016-03-06,1,3.25,3,3.25,0.0
11ECS,H15,2016-03-07/2016-03-13,2,3.25,3,3.25,0.0
